Spanish,French
involucrado,impliquant
lápiz,stylo
invertir,investissement
Christopher,Christopher
admisión,admission
Epson,Epson
zapato,chaussure
elegido,élu
que lleva,portant
victoria,la victoire
arena,sable
madison,Madison
terrorismo,terrorisme
alegría,joie
ediciones,éditions
UPC,CPU
principalmente,surtout
étnico,ethnique
corrió,faire courir
parlamento,parlement
actor,acteur
descubrimiento,découvre
sello,joint
situaciones,situations
quinto,cinquième
asignado,alloué
ciudadano,citoyen
vertical,verticale
correcciones,correction
estructural,de construction
municipal,municipal
describe,décrit
premio,prix
SR,sr
ocurre,se produit
jon,jon
absoluto,absolu
discapacidad,handicapées
consiste,consiste
cualquier momento,à toute heure
sustancia,substance
prohibido,interdit
dirigido,adressé
mentiras,mensonges
tubo,tuyau
soldados,soldats
nr,nr
guardián,Gardien
conferencia,conférence
simulación,simulation
diseño,disposition
iniciativas,initiatives
enfermo,malade
concentración,concentration
clásicos,classique
lbs,Kg
poner,allonger
interpretación,interprétation
caballos,les chevaux
jajaja,MDR
sucio,sale
plataforma,plate-forme
wayne,cheminée
donar,faire un don
enseñado,a enseigné
bancarrota,la faillite
mp,député
trabajador,ouvrier
mejoramiento,optimisation
viva,vivant
templo,temple
sustancias,substances
probar,prouver
descubierto,découvert
alas,ailes
rotura,rupture
genético,génétique
restricciones,restrictions
participativo,participant
aguas,eaux
promesa,promesse
delgada,mince
exposición,exposition
preferir,préférer
cresta,crête
gabinete,cabinet
módem,modem
Harris,harris
mph,mph
trayendo,apportant
enfermo,malade
dosis,dose
evaluar,évaluer
tiffany,tiffany
tropical,tropical
recoger,collecter
apuesta,pari
composición,composition
TOYOTA,Toyota
calles,des rues
a escala nacional,à l'échelle nationale
vector,vecteur
definitivamente,absolument
afeitado,rasé
torneado,tournant
buffer,amortir
púrpura,violet
existencia,existence
comentario,commentaire
Larry,larry
limusinas,limousines
desarrollos,développements
def,defer
inmigración,immigration
destinos,destinations
vamos,laisse
mutuo,mutuel
tubería,pipeline
necesariamente,nécessairement
sintaxis,syntaxe
li,li
atributo,attribut
prisión,prison
habilidad,compétence
sillas,chaises
nl,NL
todos los días,tous les jours
aparentemente,Apparemment
rodeando,alentours
montañas,montagnes
movimientos,se déplace
popularidad,popularité
consulta,demande
Ethernet,Ethernet
comprobado,vérifié
exposición,exposition
lanzar,lancer
tendencia,tendance
sierra,sierra
visible,visible
gatos,chats
Desierto,désert
pospostado,postposted
ya,ya
más antiguo,aîné
Rhode,rhode
nba,nba
coordinador,coordinateur
obviamente,évidemment
mercurio,Mercure
steven,steven
manual,manuel
greg,greg
navegar,naviguer
peor,pire
cumbre,sommet
víctimas,victimes
EPA,EPA
espacios,les espaces
fundamental,fondamental
incendio,brûlant
escapar,échapper
cupones,coupons
algo,quelque peu
receptor,destinataire
sustancial,substantiel
tr,t
progresivo,progressive
cialis,cialis
cama y desayuno,bb
botes,bateaux
mirada,coup d'œil
escocés,Écossais
campeonato,championnat
arcada,arcade
Richmond,richmond
sacramento,sacramento
imposible,impossible
ron,ron
russell,russell
decir,révéler
obvio,évident
fibra,fibre
depresión,dépression
grafico,graphique
cubierta,couvrant
platino,platine
juicio,jugement
dormitorios,chambres
negociaciones,pourparlers
presentación,dépôt
fomentar,favoriser
modelado,la modélisation
paso,qui passe
galardonado,récompensé
testimonios,témoignages
ensayos,essais
tejido,tissu
Nueva Zelanda,nz
cosas memorables,souvenir des souvenirs
clinton,clinton
maestros,maîtrise
cautiverio,obligations
cartucho,cartouche
alberta,Alberta
explicación,explication
gente,populaire
org,org
los comunes,Chambre des communes
cincinnati,cincinnati
subsección,sous-section
fraude,fraude
electricidad,électricité
permitido,permis
espectro,spectre
llegada,arrivée
okey,d'accord
cerámica,poterie
énfasis,accent
Roger,roger
aspecto,aspect
lugar de trabajo,lieu de travail
increíble,impressionnant
mexicano,mexicain
confirmado,confirmé
recuento,comptes
carillo,cher
fondos de pantalla,papiers peints
Hist,hist
choque,crash
elevar,ascenseur
deseado,voulu
enterrar,Inter
más cerca,plus proche
asume,suppose
alturas,hauteurs
sombra,ombre
montando,équitation
infección,infection
firefox,firefox
lisa,lisa
gastos,frais
arboleda,bosquet
elegibilidad,admissibilité
riesgo,entreprise
clínica,clinique
coreano,coréen
curación,guérison
princesa,Princesse
centro comercial,galerie marchande
entrando,entrant
paquete,paquet
rociar,vaporisateur
estudios,studios
intervención,participation
padre,père
botones,boutons
colocación,placement
observaciones,observations
vbulletin,vrulletin
fundado,financé
thompson,thompson
ganadores,gagnants
ampliar,se déployer
carreteras,routes
subsecuente,subséquent
palmadita,tapoter
Dublín,dublin
laminación,roulant
cayó,est tombée
motocicleta,moto
yarda,Cour
divulgación,divulgation
establecimiento,établissement
recuerdos,souvenirs
Nelson,nelson
te,te
llegó,arrivée
crea,crée
caras,visages
turista,touristique
AV,un V
alcalde,maire
asesinato,meurtre
Sean,Sean
adecuado,adéquat
senador,sénateur
producir,rendement
presentaciones,présentations
Los grados,grades
caricaturas,les dessins animés
verter,verser
digerir,digérer
reg,régler
alojamiento,hébergement
cación,faire
polvo,poussière
por eso,Par conséquent
wiki,wiki
enteramente,entièrement
reemplazado,remplacé
Radar,radar
rescate,porter secours
de licenciatura,premier cycle
pérdidas,pertes
combate,combat
reducción,réduire
interrumpido,arrêté
ocupación,Occupation
lagos,des lacs
donaciones,des dons
asociaciones,les associations
CitySearch,citysearch
cercanamente,étroitement
radiación,radiation
diario,journal intime
seriamente,sérieusement
reyes,rois
tiroteo,tournage
kent,kent
añadir,ajoute
NSW,NSW
oreja,oreille
banderas,Drapeaux
pci,pci
panadero,boulanger
lanzado,lancé
en otra parte,autre part
polución,la pollution
conservador,conservateur
libro de visitas,livre d'or
choque,choc
eficacia,efficacité
paredes,des murs
en el extranjero,à l'étranger
ébano,ébène
Corbata,attacher
pabellón,salle
dibujado,dessiné
Arturo,arthur
Ian,ian
visitado,a visité
techo,toit
caminante,marcheur
demostrar,démontrer
atmósfera,atmosphère
sugiere,suggère
Beso,embrasser
bestia,bête
real academia de bellas artes,rad
operado,exploité
experimentar,expérience
objetivos,cibles
exterior,à l'étranger
compras,achats
esquivar,Esquive
consejo,Conseil
federación,fédération
Pizza,Pizza
invitado,invité
yardas,mètres
asignación,mission
químicos,produits chimiques
Gordon,Gordon
modificación,modeler
agricultores,Les agriculteurs
rc,rc
consultas,interrogation
BMW,BMW
prisa,se ruer
Ucrania,Ukraine
ausencia,absence
más cercano,la plus proche
grupo,grappe
vendedores,vendeurs
mpeg,MPEG
mientras que,tandis que
yoga,yoga
sirve,serre
bosque,les bois
sorpresa,surprendre
lámpara,lampe
rico,rico
parcial,partiel
compradores,acheteur
Phil,philos
todos,Tout le monde
parejas,des couples
Nashville,Nashville
clasificación,classement
chistes,blagues
cst,CST
http,http
CEO,PDG
simponia,simpson
Twiki,Twiki
sublime,sublime
asesoramiento,conseils
palacio,palais
aceptable,acceptable
satisfecho,satisfait
contento,content de
victorias,gagne
mediciones,des mesures
verificar,Vérifier
globo,globe
confiado,de confiance
cobre,le cuivre
Milwaukee,milwaukee
estante,étagère
medicamento,des médicaments
depósito,dépot
shareware,shareware
CE,CE
reps,représentant
dcke,dicke
Kerry,kerry
recibo,reçu
supuesto,supposé
ordinario,ordinaire
nadie,personne
fantasma,fantôme
violación,violation
configurar,configurer
estabilidad,stabilité
mit,mitoyer
aplicando,appliquer
Sur oeste,sud-ouest
patrón,chef
orgullo,Orgueil
institucional,institutionnel
Expectativas,attentes
independencia,indépendance
conocimiento,connaissance
reportero,journaliste
metabolismo,métabolisme
keith,keith
campeón,champion
nublado,nuageux
linda,linda
ross,rossage
personalmente,personnellement
Chile,Chili
anna,anna
mucho,beaucoup
solo,solo
frase,phrase
garganta,gorge
ignorar,ignorer
maria,maria
uniforme,uniforme
excelencia,excellence
poder,richesse
alto,haut
rm,rm
algun lado,quelque part
aspiradora,vide
baile,dansant
atributos,les attributs
reconocer,reconnaître
latón,laiton
escribe,écrit
plaza,place
PDA,pdas
resultados,résultats
supervivencia,survie
búsqueda,quête
publicar,publier
sri,sri
poner en pantalla,dépistage
dedo del pie,doigt de pied
miniatura,la vignette
trans,trans
jonathan,jonathan
cuando sea,n'importe quand
estrella nueva,nova
toda la vida,durée de vie
api,API
pionero,pionnier
botín,butin
olvidado,oublié
acróbata,acrobate
platos,plaques
hectáreas,acres
sede,lieu
atlético,sportif
térmico,thermique
ensayos,essais
comportamiento,comportement
vital,vital
narración,récit
equitativamente,équitablement
costero,côtier
configurar,configuration
cf,cf
caridad,charité
inteligente,intelligente
Edimburgo,Edinbourg
Vermont,Vermont
sobresalir,exceller
modos,modes
obligación,obligation
Campbell,campbell
despertarse,se réveiller
estúpido,stupide
puerto,port
Hungría,Hongrie
viajero,voyageur
urw,urw
segmento,segment
darse cuenta,prendre conscience de
a pesar de todo,indépendamment
lan,lan
enemigo,ennemi
rompecabezas,puzzle
creciente,en hausse
aluminio,aluminium
pozos,puits
de deseos,wishlist
abre,s'ouvre
conocimiento,aperçu
SMS,SMS
restringido,limité
republicano,républicain
misterios,secrets
afortunado,chanceux
último,dernier
comerciantes,marchands
grueso,épais
remolques,bandes annonces
repetir,répéter
síndrome,syndrome
Philips,Philips
asistencia,présence
multa,peine
tambor,tambouriner
lentes,lunettes
de acuerdo,active
Comité ejecutivo nacional,nec
iraquí,irakien
constructor,constructeur
vista,vue
Jessica,Jessica
papas fritas,frites
terry,épineux
inundación,inondation
foto,foto
facilidad,faciliter
argumentos,arguments
amsterdam,amsterdam
arena,arène
aventuras,aventures
alumnos,élèves
stewart,Stewart
anuncio,annonce
pestañas,onglets
Salir,résultat
agradecer,apprécier
expandido,étendu
casual,décontractée
crecido,cultivé
polaco,polonais
encantador,beau
extras,Suppléments
GM,gm
centros,centres
alemán,joyeux
cláusula,clause
sonrisa,le sourire
tierras,terres
Rhode Island,ri
tropas,troupes
interior,intérieur
Bulgaria,Bulgarie
armado,armé
corredor,courtier
cargador,chargeur
regularmente,régulièrement
creído,a cru
pino,pin
enfriamiento,refroidissement
tender,tendre
Golfo,golfe
rt,rt
almiar,meule
camiones,camion
cp,cp
mecanismos,mécanismes
divorcio,divorce
laura,Laura
comprador,client
tokio,tokyo
parcialmente,partiellement
Nikon,nikon
personalizar,Personnaliser
tradicion,tradition
caramelo,Des bonbons
píldoras,pilules
Tigre,tigre
Donald,donald
muchachos,gens
sensor,capteur
expuesto,exposé
Telecom,télécommunication
cazar,chasser
ángeles,anges
diputado,adjoint
indicadores,indicateurs
sellado,scellé
tailandés,thaïlandais
emisiones,émission
médicos,médecins
cargado,chargé
fred,fred
queja,plainte
escenas,scènes
experimentos,expériences
Afganistán,Afghanistan
dd,dd
aumentar,renforcer
azotaina,fessée
beca,Bourse d'études
gobernancia,gouvernance
molino,moulin
fundado,fondé
suplementos,suppléments
crónico,chronique
iconos,Icônes
moral,moral
guarida,tanière
abastecimiento,restauration
auditor,aud
dedo,doigt
mantiene,garde
libra,broyer
localizar,Localiser
videocámara,caméscope
pl,PL
entrenado,qualifié
quemar,brûler
implementar,exécution
rosas,des roses
laboratorio,laboratoires
Nosotros mismos,nous-mêmes
pan-de-molde,pain
tabaco,le tabac
de madera,en bois
motores,moteurs
difícil,dure
Roberts,roberts
incidente,incident
ir a,va
dinámica,dynamique
mentir,mentir
CRM,crm
rf,rf
conversacion,conversation
disminución,diminuer
pecho,coffre
pensión,Pension
porra,gamelle
ingresos,revenus
emergente,émergent
Adoración,vénération
capacidad,aptitude
Alaska,ak
fe,Fe
craig,crainder
sí misma,se
productor,produit
iglesias,des églises
precisión,précision
daños y perjuicios,dégâts
reservas,réserves
aportado,contribué
resolver,résoudre
Bermudas,shorts
reproducción,la reproduction
minoría,minorité
td,TD
diverso,diverse
amperio,ampère
ingredientes,Ingrédients
sb,sb
ah,ah
johnny,Johnny
único,Unique
franquicia,la franchise
grabadora,enregistreur
quejas,plainte
frente a,orienté vers
sm,sm
Nancy,nancy
promociones,promotions
tonos,tons
pasión,la passion
rehabilitación,réhabilitation
mantenimiento,maintien
visión,vue
establecido,posé
arcilla,argile
defensa,la défense
parches,patchs
débil,faible
reembolso,remboursement
USC,usc
ciudades,les villes
ambientes,environnements
trembl,trémorale
dividido,divisé
bulevar,blv
recepción,accueil
amd,amd
sabio,sage
correos electrónicos,courriels
Chipre,Chypre
Virginia Occidental,wv
impares,chances
correctamente,correctement
persona enterada,insister
seminarios,séminaires
Consecuencias,conséquences
fabricantes,décideur
corazones,cœurs
geografía,géographie
aparente,apparaissant
integridad,intégrité
preocuparse,s'inquiéter
ns,ns
discriminación,discrimination
víspera,veille
carretero,charretier
legado,héritage
bagazo,marc
satisfecho,heureux
peligro,danger
vitamina,vitamine
ampliamente,largement
procesado,traité
frase,phrase
auténtico,authentique
