English,French
highways,autoroutes
thinkpad,Thinkpad
concentrate,concentrer
intimate,intime
reproductive,reproducteur
preston,preston
deadly,mortel
feof,feof
bunny,lapin
chevy,chèvre
molecules,molécules
rounds,Les manches
longest,le plus long
refrigerator,réfrigérateur
tions,état
intervals,intervalles
sentences,Phrases
dentists,dentistes
usda,USDA
exclusion,exclusion
workstation,poste de travail
holocaust,holocauste
keen,enthousiaste
flyer,prospectus
peas,pois
dosage,dosage
receivers,récepteurs
urls,URL
customise,Personnaliser
disposition,disposition
variance,variance
navigator,navigateur
investigators,les enquêteurs
cameroon,Cameroun
baking,pâtisserie
marijuana,marijuana
adaptive,adaptatif
computed,calculé
needle,aiguille
baths,thermes
enb,enb
gg,gg
cathedral,cathédrale
brakes,freins
og,og
nirvana,nirvana
ko,ko
fairfield,Fairfield
owns,possède
til,tiller
invision,invention
sticky,collant
destiny,destin
generous,généreuse
madness,la démence
emacs,emacs
climb,monter
blowing,souffle
fascinating,fascinant
landscapes,paysages
heated,chauffé
lafayette,Lafayette
jackie,jackie
wto,OMC
computation,calcul
hay,foins
cardiovascular,cardiovasculaire
ww,ww
sparc,sparc
cardiac,cardiaque
salvation,salut
dover,Douvres
adrian,adrian
predictions,prédictions
accompanying,accompagnement
vatican,Vatican
brutal,brutal
learners,apprenants
gd,gd
selective,sélectif
arbitration,arbitrage
configuring,configurer
token,jeton
editorials,éditoriaux
zinc,zinc
sacrifice,sacrifice
seekers,demandeurs
guru,gourou
isa,est un
removable,amovible
convergence,convergence
yields,rendements
gibraltar,Gibraltar
levy,prélèvement
suited,convenable
numeric,numérique
anthropology,anthropologie
skating,patinage
kinda,en quelque sorte
aberdeen,aberdien
emperor,empereur
grad,diplômé
malpractice,faute professionnelle
dylan,dylan
bras,bras
belts,ceintures
blacks,noirs
educated,éduqué
rebates,remises
reporters,journalistes
burke,burke
proudly,fièrement
pix,pix
necessity,nécessité
rendering,le rendu
mic,micro
inserted,inséré
pulling,tirant
basename,petitame
kyle,kyle
obesity,obésité
curves,courbes
suburban,de banlieue
touring,tournée
clara,clara
vertex,sommet
bw,bw
hepatitis,hépatite
nationally,nationalement
tomato,tomate
andorra,Andorre
waterproof,étanche
expired,expiré
mj,mj
travels,voyages
flush,affleurer
waiver,renoncer
pale,pâle
specialties,spécialités
hayes,hayes
humanitarian,humanitaire
invitations,invitations
functioning,fonctionnant
delight,plaisir
survivor,survivant
garcia,Garcia
cingular,cingulaire
economies,économies
alexandria,Alexandrie
bacterial,bactérien
moses,Moïse
counted,dénombré
undertake,entreprendre
declare,déclarer
continuously,continuellement
johns,Johns
valves,vannes
gaps,lacunes
impaired,malvoyant
achievements,réalisations
donors,donateurs
tear,larme
jewel,bijou
teddy,peluche
lf,lf
convertible,convertible
ata,à
teaches,enseigne
ventures,aventure
nil,néant
bufing,abondant
stranger,étranger
tragedy,la tragédie
julian,julien
nest,nid
pam,pam
dryer,séchoir
painful,douloureux
velvet,velours
tribunal,tribunal
ruled,jugé
nato,OTAN
pensions,pensions
prayers,prières
funky,froussard
secretariat,secrétariat
nowhere,nulle part
cop,flic
paragraphs,paragraphe
gale,grand vent
joins,rejoint
adolescent,adolescent
nominations,nomination
wesley,wesley
dim,faible
lately,dernièrement
cancelled,annulé
scary,angoissant
mattress,le matelas
mpegs,MPEGS
brunei,brunei
likewise,de même
banana,banane
introductory,introductif
slovak,slovaque
cakes,Gâteaux
stan,stan
reservoir,réservoir
occurrence,occurrence
idol,idole
mixer,mixer
remind,rappeler
wc,toilettes
worcester,worcester
sbjct,SBJCT
demographic,démographique
charming,charmant
mai,Mai
tooth,dent
disciplinary,disciplinaire
annoying,énervant
respected,respecté
stays,séjour
disclose,divulguer
affair,affaire
drove,a conduit
washer,machine à laver
upset,bouleversé
restrict,restreindre
springer,springer
beside,à côté de
mines,mines
portraits,portraits
rebound,rebond
logan,logan
mentor,mentor
interpreted,interprété
evaluations,évaluations
fought,combattu
baghdad,Bagdad
elimination,élimination
metres,mètres
hypothetical,hypothétique
immigrants,les immigrants
complimentary,compliment
helicopter,hélicoptère
pencil,crayon
freeze,Geler
hk,hk
performer,interprète
abu,abu
titled,titré
commissions,commissions
sphere,sphère
powerseller,powererseller
moss,mousse
ratios,ratios
concord,concorde
graduated,gradué
endorsed,approuvé
ty,ty
surprising,surprenant
walnut,noyer
lance,lance
ladder,échelle
italia,Italie
unnecessary,inutile
dramatically,radicalement
liberia,Libéria
sherman,Sherman
cork,Liège
maximize,maximiser
cj,cj
hansen,Hansen
senators,sénateurs
workout,entraînement
mali,Mali
yugoslavia,Yougoslavie
bleeding,saignement
characterization,caractérisation
colon,côlon
likelihood,probabilité
lanes,voies
purse,Bourse
fundamentals,fondamentaux
contamination,contamination
mtv,mtv
endangered,en voie de disparition
compromise,faire des compromis
optimize,optimiser
stating,indiquant
dome,dôme
caroline,caroline
leu,leu
expiration,expiration
namespace,espace de noms
align,aligner
peripheral,périphérique
bless,bénir
engaging,engageant
negotiation,négociation
crest,crête
opponents,adversaires
triumph,triomphe
nominated,nommé
confidentiality,confidentialité
electoral,électoral
changelog,changelog
welding,soudage
deferred,différé
alternatively,alternativement
heel,talon
alloy,alliage
condos,condos
plots,parcelles
polished,brillant
yang,yang
gently,doucement
greensboro,greensboro
tulsa,tulsa
locking,verrouillage
casey,casse
controversial,controversé
draws,dessiner
fridge,réfrigérateur
blanket,couverture
bloom,floraison
qc,QC
simpsons,simpsons
lou,lou
elliott,elliott
recovered,rétabli
fraser,frisson
justify,justifier
upgrading,modernisation
blades,lames
pgp,pgp
loops,boucles
surge,monter
frontpage,page de garde
trauma,traumatisme
aw,aw
tahoe,tahoe
advert,publicité
possess,posséder
demanding,exigeant
defensive,défensive
sip,siroter
flashers,clignotants
subaru,subaru
forbidden,interdit
tf,tf
vanilla,vanille
programmers,programmeurs
pj,p j
monitored,surveillé
installations,installations
deutschland,Deutschland
picnic,pique-nique
souls,âmes
arrivals,Arrivées
spank,donner une fessée à
cw,cw
practitioner,praticien
motivated,motivées
wr,wr
dumb,stupide
smithsonian,Smithsonian
hollow,creux
vault,sauter
securely,en toute sécurité
examining,examiner
fioricet,fioricet
groove,rainure
revelation,révélation
rg,rg
pursuit,poursuite
delegation,délégation
wires,fils
bl,blé
dictionaries,dictionnaires
mails,mails
backing,support
greenhouse,serre
sleeps,dormir
vc,vc
blake,blake
transparency,transparence
dee,dee
travis,traviste
wx,wx
endless,sans fin
figured,figuré
orbit,orbite
currencies,devises
niger,Niger
bacon,Bacon
survivors,survivants
positioning,positionnement
heater,chauffe-eau
colony,colonie
cannon,canon
circus,cirque
promoted,promu
forbes,fesses
mae,mae
moldova,Moldavie
mel,mine
descending,descendant
paxil,paxil
spine,la colonne vertébrale
trout,truite
enclosed,enfermé
feat,exploit
temporarily,temporairement
ntsc,ntsc
cooked,cuit
thriller,Thriller en francais
transmit,transmettre
apnic,apnn
fatty,gras
gerald,gerald
pressed,pressé
frequencies,fréquences
scanned,scanné
reflections,réflexions
hunger,faim
mariah,mariah
sic,sic
municipality,municipalité
usps,usps
joyce,joyce
detective,détective
surgeon,chirurgien
cement,ciment
experiencing,expérimenter
fireplace,cheminée
endorsement,approbation
bg,bg
planners,planificateurs
disputes,des disputes
textiles,textiles
missile,missile
intranet,intranet
closes,se ferme
seq,seq
psychiatry,psychiatrie
persistent,persistant
deborah,déborah
conf,conditionnement
marco,Marco
assists,assistance
summaries,résumés
glow,lueur
gabriel,gabriel
auditor,Auditeur
wma,wma
aquarium,aquarium
violin,violon
prophet,prophète
cir,cir
bracket,support
looksmart,l'air intelligent
isaac,Isaac
oxide,oxyde
oaks,chênes
magnificent,magnifique
erik,Erik
colleague,collègue
naples,Naples
promptly,rapidement
modems,modems
adaptation,adaptation
hu,hu
harmful,nocif
paintball,paintball
prozac,prozac
sexually,sexuellement
enclosure,enceinte
acm,acm
dividend,dividende
newark,Newark
kw,kw
paso,paso
glucose,glucose
phantom,fantôme
norm,norme
playback,relecture
supervisors,superviseurs
westminster,Westminster
turtle,tortue
ips,IPS
distances,distances
absorption,absorption
treasures,trésors
dsc,DSC
warned,averti
neural,neural
ware,entrepôt
fossil,fossile
mia,mia
hometown,ville natale
badly,mal
transcripts,transcriptions
apollo,Apollon
wan,blême
disappointed,déçu
persian,persan
continually,continuellement
communist,communiste
collectible,collectionner
handmade,Fait main
greene,greene
entrepreneurs,entrepreneurs
robots,robots
grenada,grenade
creations,les créations
jade,jade
scoop,scoop
acquisitions,acquisition
foul,faute
keno,keno
gtk,gtk
earning,revenus
mailman,mailman
sanyo,sanyo
nested,imbriqué
biodiversity,biodiversité
excitement,excitation
somalia,Somalie
movers,déménageurs
verbal,verbal
blink,cligner
presently,présentement
seas,mers
carlo,carlo
workflow,flux de travail
mysterious,mystérieux
novelty,nouveauté
bryant,bryant
tiles,carrelage
voyuer,voyeur
librarian,bibliothécaire
subsidiaries,filiales
switched,commuté
stockholm,stockholm
tamil,Tamil
garmin,garmin
ru,ruelle
pose,pose
fuzzy,flou
indonesian,indonésien
grams,grammes
therapist,thérapeute
richards,Richards
mrna,ARNA
budgets,budgets
toolkit,boîte à outils
promising,prometteur
relaxation,relaxation
goat,chèvre
render,rendre
carmen,carmen
ira,Ira
sen,Sen
thereafter,après
hardwood,bois dur
erotica,érotique
temporal,temporel
sail,naviguer
forge,forger
commissioners,commissaires
dense,dense
dts,DTS
brave,courageux
forwarding,expéditeur
qt,qt
awful,affreux
nightmare,cauchemar
airplane,avion
reductions,réductions
southampton,Southampton
istanbul,istanbul
impose,imposer
organisms,organismes
sega,sega
telescope,télescope
viewers,les spectateurs
asbestos,amiante
portsmouth,portsmouth
cdna,ADNc
meyer,méser
enters,entre dans
pod,cosse
savage,sauvage
advancement,avancement
wu,wu
harassment,harcèlement
willow,saule
resumes,reprendre
bolt,verrouiller
gage,jauge
throwing,lancement
existed,existé
generators,générateurs
lu,lu
wagon,wagon
barbie,barbie
dat,dat
favour,favoriser
soa,SOA
knock,frappe
urge,exhorter
smtp,smtp
generates,génère
potatoes,pommes de terre
thorough,complet
replication,réplication
inexpensive,peu coûteux
kurt,kurt
receptors,récepteurs
peers,pairs
roland,roland
optimum,optimum
neon,néon
interventions,interventions
quilt,courtepointe
huntington,Huntington
creature,créature
ours,les notres
mounts,monte
syracuse,syracuse
internship,stage
lone,seul
refresh,rafraîchir
aluminium,aluminium
snowboard,snowboard
beastality,bête
webcast,diffamation
michel,michel
evanescence,évanescence
subtle,subtil
coordinated,coordonné
notre,nœud
shipments,expédition
maldives,Maldives
stripes,rayures
firmware,firmware
antarctica,Antarctique
cope,se débrouiller
shepherd,berger
lm,lm
canberra,canberra
cradle,berceau
chancellor,chancelier
mambo,mambo
lime,chaux
kirk,église
flour,farine
controversy,controverse
legendary,légendaire
bool,bool
sympathy,la sympathie
choir,chorale
avoiding,évitant
beautifully,magnifiquement
blond,blond
expects,s'attend à
cho,cho
jumping,saut
fabrics,tissus
antibodies,anticorps
polymer,polymère
hygiene,hygiène
wit,esprit
poultry,la volaille
virtue,vertu
burst,éclater
examinations,examens
surgeons,chirurgiens
bouquet,bouquet
immunology,immunologie
promotes,promotion
mandate,mandat
wiley,de Wiley
departmental,départemental
bbs,bbs
spas,les thermes
ind,Indiana
corpus,corpus
johnston,johnston
terminology,terminologie
gentleman,gentleman
fibre,fibre
reproduce,reproduire
convicted,condamné
shades,nuances
jets,jets
indices,indices
roommates,colocailliers
adware,logiciel publicitaire
qui,qui aime
intl,inl
threatening,menaçant
spokesman,porte-parole
zoloft,zoloft
activists,militants
frankfurt,Francfort
prisoner,prisonnier
daisy,Marguerite
halifax,halifax
encourages,encourageant
ultram,ultramen
cursor,le curseur
assembled,assemblé
earliest,le plus tôt
donated,don
stuffed,farci
restructuring,restructuration
insects,insectes
terminals,terminaux
crude,brut
morrison,morrison
maiden,jeune fille
simulations,simulations
cz,CZ
sufficiently,suffisamment
examines,examine
viking,viking
myrtle,myrte
bored,ennuyé
cleanup,nettoyer
yarn,fil
knit,tricoter
conditional,conditionnel
mug,agresser
crossword,mots croisés
bother,embêter
budapest,budapest
conceptual,conceptuel
knitting,tricot
attacked,attaqué
hl,hl
bhutan,bhoutan
liechtenstein,Liechtenstein
mating,accouplement
compute,calculer
redhead,roux
arrives,arrive
translator,traducteur
automobiles,automobiles
tractor,tracteur
allah,Allah
continent,continent
ob,observer
unwrap,déballer
fares,tarifs
longitude,longitude
resist,résister
challenged,contesté
telecharger,téléchamp
hoped,espéré
pike,brochet
safer,plus sûr
insertion,insertion
instrumentation,instrumentation
ids,identité
hugo,hugo
wagner,wagon
constraint,contrainte
groundwater,eaux souterraines
touched,touché
strengthening,renforcement
cologne,eau de Cologne
gzip,gzip
wishing,qui souhaite
ranger,ranger
smallest,plus petit
insulation,isolation
newman,homme nouveau
marsh,le marais
ricky,ricky
ctrl,ctrl
scared,effrayé
theta,thêta
infringement,infraction
bent,courbé
laos,Laos
subjective,subjectif
monsters,monstres
asylum,asile
lightbox,boite à lumière
robbie,robuste
stake,pieu
cocktail,cocktail
outlets,prises électriques
swaziland,swaziland
varieties,variétés
arbor,tonnelle
mediawiki,mediawiki
configurations,configurations
poison,poison
