French,Spanish
infirmière,enfermera
prière,oración
rendez-vous,cita
ateliers,Talleres de trabajo
ouragan,huracán
calmer,tranquilo
chance,suerte
affranchissement,gastos de envío
producteur,productor
représentée,representado
hypothèques,hipotecas
cadran,marcar
responsabilités,responsabilidades
du fromage,queso
bande dessinée,cómic
avec attention,con cuidado
jet,chorro
productivité,productividad
investisseurs,inversores
couronner,corona
par,par
sous la terre,subterráneo
diagnostic,diagnóstico
fabricant,fabricante
fissure,grieta
principe,principio
choix,selecciones
les vacances,vacaciones
gang,pandilla
semestre,semestre
calculé,calculado
fétiche,fetiche
s'applique,se aplica
casinos,casinos
apparence,apariencia
fumée,fumar
apache,apache
filtres,filtros
incorporé,incorporado
nv,Nevada
artisanat,artesanía
gâteau,pastel
des cahiers,cuadernos
une part,aparte
compagnon,compañero
aveugle,ciego
salon,salón
fou,enojado
algorithme,algoritmo
semi,semi
pièces de monnaie,monedas
Andy,andy
brut,bruto
fortement,fuertemente
café,cafetería
Valentin,enamorado
hilton,Hilton
ken,conocido
protéines,proteínas
horreur,horror
sucrer,subo
exp,Exp
familier,familiar
capable,capaz
Douglas,Douglas
debian,debian
jusqu'à,hasta
impliquant,involucrado
stylo,lápiz
investissement,invertir
Christopher,Christopher
admission,admisión
Epson,Epson
chaussure,zapato
élu,elegido
portant,que lleva
la victoire,victoria
sable,arena
Madison,madison
terrorisme,terrorismo
joie,alegría
éditions,ediciones
CPU,UPC
surtout,principalmente
ethnique,étnico
faire courir,corrió
parlement,parlamento
acteur,actor
découvre,descubrimiento
joint,sello
situations,situaciones
cinquième,quinto
alloué,asignado
citoyen,ciudadano
verticale,vertical
correction,correcciones
de construction,estructural
municipal,municipal
décrit,describe
prix,premio
sr,SR
se produit,ocurre
jon,jon
absolu,absoluto
handicapées,discapacidad
consiste,consiste
à toute heure,cualquier momento
substance,sustancia
interdit,prohibido
adressé,dirigido
mensonges,mentiras
tuyau,tubo
soldats,soldados
nr,nr
Gardien,guardián
conférence,conferencia
simulation,simulación
disposition,diseño
initiatives,iniciativas
malade,enfermo
concentration,concentración
classique,clásicos
Kg,lbs
allonger,poner
interprétation,interpretación
les chevaux,caballos
MDR,jajaja
sale,sucio
plate-forme,plataforma
cheminée,wayne
faire un don,donar
a enseigné,enseñado
la faillite,bancarrota
député,mp
ouvrier,trabajador
optimisation,mejoramiento
vivant,viva
temple,templo
substances,sustancias
prouver,probar
découvert,descubierto
ailes,alas
rupture,rotura
génétique,genético
restrictions,restricciones
participant,participativo
eaux,aguas
promesse,promesa
mince,delgada
exposition,exposición
préférer,preferir
crête,cresta
cabinet,gabinete
modem,módem
harris,Harris
mph,mph
apportant,trayendo
malade,enfermo
dose,dosis
évaluer,evaluar
tiffany,tiffany
tropical,tropical
collecter,recoger
pari,apuesta
composition,composición
Toyota,TOYOTA
des rues,calles
à l'échelle nationale,a escala nacional
vecteur,vector
absolument,definitivamente
rasé,afeitado
tournant,torneado
amortir,buffer
violet,púrpura
existence,existencia
commentaire,comentario
larry,Larry
limousines,limusinas
développements,desarrollos
defer,def
immigration,inmigración
destinations,destinos
laisse,vamos
mutuel,mutuo
pipeline,tubería
nécessairement,necesariamente
syntaxe,sintaxis
li,li
attribut,atributo
prison,prisión
compétence,habilidad
chaises,sillas
NL,nl
tous les jours,todos los días
Apparemment,aparentemente
alentours,rodeando
montagnes,montañas
se déplace,movimientos
popularité,popularidad
demande,consulta
Ethernet,Ethernet
vérifié,comprobado
exposition,exposición
lancer,lanzar
tendance,tendencia
sierra,sierra
visible,visible
chats,gatos
désert,Desierto
postposted,pospostado
ya,ya
aîné,más antiguo
rhode,Rhode
nba,nba
coordinateur,coordinador
évidemment,obviamente
Mercure,mercurio
steven,steven
manuel,manual
greg,greg
naviguer,navegar
pire,peor
sommet,cumbre
victimes,víctimas
EPA,EPA
les espaces,espacios
fondamental,fundamental
brûlant,incendio
échapper,escapar
coupons,cupones
quelque peu,algo
destinataire,receptor
substantiel,sustancial
t,tr
progressive,progresivo
cialis,cialis
bb,cama y desayuno
bateaux,botes
coup d'œil,mirada
Écossais,escocés
championnat,campeonato
arcade,arcada
richmond,Richmond
sacramento,sacramento
impossible,imposible
ron,ron
russell,russell
révéler,decir
évident,obvio
fibre,fibra
dépression,depresión
graphique,grafico
couvrant,cubierta
platine,platino
jugement,juicio
chambres,dormitorios
pourparlers,negociaciones
dépôt,presentación
favoriser,fomentar
la modélisation,modelado
qui passe,paso
récompensé,galardonado
témoignages,testimonios
essais,ensayos
tissu,tejido
nz,Nueva Zelanda
souvenir des souvenirs,cosas memorables
clinton,clinton
maîtrise,maestros
obligations,cautiverio
cartouche,cartucho
Alberta,alberta
explication,explicación
populaire,gente
org,org
Chambre des communes,los comunes
cincinnati,cincinnati
sous-section,subsección
fraude,fraude
électricité,electricidad
permis,permitido
spectre,espectro
arrivée,llegada
d'accord,okey
poterie,cerámica
accent,énfasis
roger,Roger
aspect,aspecto
lieu de travail,lugar de trabajo
impressionnant,increíble
mexicain,mexicano
confirmé,confirmado
comptes,recuento
cher,carillo
papiers peints,fondos de pantalla
hist,Hist
crash,choque
ascenseur,elevar
voulu,deseado
Inter,enterrar
plus proche,más cerca
suppose,asume
hauteurs,alturas
ombre,sombra
équitation,montando
infection,infección
firefox,firefox
lisa,lisa
frais,gastos
bosquet,arboleda
admissibilité,elegibilidad
entreprise,riesgo
clinique,clínica
coréen,coreano
guérison,curación
Princesse,princesa
galerie marchande,centro comercial
entrant,entrando
paquet,paquete
vaporisateur,rociar
studios,estudios
participation,intervención
père,padre
boutons,botones
placement,colocación
observations,observaciones
vrulletin,vbulletin
financé,fundado
thompson,thompson
gagnants,ganadores
se déployer,ampliar
routes,carreteras
subséquent,subsecuente
tapoter,palmadita
dublin,Dublín
roulant,laminación
est tombée,cayó
moto,motocicleta
Cour,yarda
divulgation,divulgación
établissement,establecimiento
souvenirs,recuerdos
nelson,Nelson
te,te
arrivée,llegó
crée,crea
visages,caras
touristique,turista
un V,AV
maire,alcalde
meurtre,asesinato
Sean,Sean
adéquat,adecuado
sénateur,senador
rendement,producir
présentations,presentaciones
grades,Los grados
les dessins animés,caricaturas
verser,verter
digérer,digerir
régler,reg
hébergement,alojamiento
faire,cación
poussière,polvo
Par conséquent,por eso
wiki,wiki
entièrement,enteramente
remplacé,reemplazado
radar,Radar
porter secours,rescate
premier cycle,de licenciatura
pertes,pérdidas
combat,combate
réduire,reducción
arrêté,interrumpido
Occupation,ocupación
des lacs,lagos
des dons,donaciones
les associations,asociaciones
citysearch,CitySearch
étroitement,cercanamente
radiation,radiación
journal intime,diario
sérieusement,seriamente
rois,reyes
tournage,tiroteo
kent,kent
ajoute,añadir
NSW,NSW
oreille,oreja
Drapeaux,banderas
pci,pci
boulanger,panadero
lancé,lanzado
autre part,en otra parte
la pollution,polución
conservateur,conservador
livre d'or,libro de visitas
choc,choque
efficacité,eficacia
des murs,paredes
à l'étranger,en el extranjero
ébène,ébano
attacher,Corbata
salle,pabellón
dessiné,dibujado
arthur,Arturo
ian,Ian
a visité,visitado
toit,techo
marcheur,caminante
démontrer,demostrar
atmosphère,atmósfera
suggère,sugiere
embrasser,Beso
bête,bestia
rad,real academia de bellas artes
exploité,operado
expérience,experimentar
cibles,objetivos
à l'étranger,exterior
achats,compras
Esquive,esquivar
Conseil,consejo
fédération,federación
Pizza,Pizza
invité,invitado
mètres,yardas
mission,asignación
produits chimiques,químicos
Gordon,Gordon
modeler,modificación
Les agriculteurs,agricultores
rc,rc
interrogation,consultas
BMW,BMW
se ruer,prisa
Ukraine,Ucrania
absence,ausencia
la plus proche,más cercano
grappe,grupo
vendeurs,vendedores
MPEG,mpeg
tandis que,mientras que
yoga,yoga
serre,sirve
les bois,bosque
surprendre,sorpresa
lampe,lámpara
rico,rico
partiel,parcial
acheteur,compradores
philos,Phil
Tout le monde,todos
des couples,parejas
Nashville,Nashville
classement,clasificación
blagues,chistes
CST,cst
http,http
PDG,CEO
simpson,simponia
Twiki,Twiki
sublime,sublime
conseils,asesoramiento
palais,palacio
acceptable,aceptable
satisfait,satisfecho
content de,contento
gagne,victorias
des mesures,mediciones
Vérifier,verificar
globe,globo
de confiance,confiado
le cuivre,cobre
milwaukee,Milwaukee
étagère,estante
des médicaments,medicamento
dépot,depósito
shareware,shareware
CE,CE
représentant,reps
dicke,dcke
kerry,Kerry
reçu,recibo
supposé,supuesto
ordinaire,ordinario
personne,nadie
fantôme,fantasma
violation,violación
configurer,configurar
stabilité,estabilidad
mitoyer,mit
appliquer,aplicando
sud-ouest,Sur oeste
chef,patrón
Orgueil,orgullo
institutionnel,institucional
attentes,Expectativas
indépendance,independencia
connaissance,conocimiento
journaliste,reportero
métabolisme,metabolismo
keith,keith
champion,campeón
nuageux,nublado
linda,linda
rossage,ross
personnellement,personalmente
Chili,Chile
anna,anna
beaucoup,mucho
solo,solo
phrase,frase
gorge,garganta
ignorer,ignorar
maria,maria
uniforme,uniforme
excellence,excelencia
richesse,poder
haut,alto
rm,rm
quelque part,algun lado
vide,aspiradora
dansant,baile
les attributs,atributos
reconnaître,reconocer
laiton,latón
écrit,escribe
place,plaza
pdas,PDA
résultats,resultados
survie,supervivencia
quête,búsqueda
publier,publicar
sri,sri
dépistage,poner en pantalla
doigt de pied,dedo del pie
la vignette,miniatura
trans,trans
jonathan,jonathan
n'importe quand,cuando sea
nova,estrella nueva
durée de vie,toda la vida
API,api
pionnier,pionero
butin,botín
oublié,olvidado
acrobate,acróbata
plaques,platos
acres,hectáreas
lieu,sede
sportif,atlético
thermique,térmico
essais,ensayos
comportement,comportamiento
vital,vital
récit,narración
équitablement,equitativamente
côtier,costero
configuration,configurar
cf,cf
charité,caridad
intelligente,inteligente
Edinbourg,Edimburgo
Vermont,Vermont
exceller,sobresalir
modes,modos
obligation,obligación
campbell,Campbell
se réveiller,despertarse
stupide,estúpido
port,puerto
Hongrie,Hungría
voyageur,viajero
urw,urw
segment,segmento
prendre conscience de,darse cuenta
indépendamment,a pesar de todo
lan,lan
ennemi,enemigo
puzzle,rompecabezas
en hausse,creciente
aluminium,aluminio
puits,pozos
wishlist,de deseos
s'ouvre,abre
aperçu,conocimiento
SMS,SMS
limité,restringido
républicain,republicano
secrets,misterios
chanceux,afortunado
dernier,último
marchands,comerciantes
épais,grueso
bandes annonces,remolques
répéter,repetir
syndrome,síndrome
Philips,Philips
présence,asistencia
peine,multa
tambouriner,tambor
lunettes,lentes
active,de acuerdo
nec,Comité ejecutivo nacional
irakien,iraquí
constructeur,constructor
vue,vista
Jessica,Jessica
frites,papas fritas
épineux,terry
inondation,inundación
foto,foto
faciliter,facilidad
arguments,argumentos
amsterdam,amsterdam
arène,arena
aventures,aventuras
élèves,alumnos
Stewart,stewart
annonce,anuncio
onglets,pestañas
résultat,Salir
apprécier,agradecer
étendu,expandido
décontractée,casual
cultivé,crecido
polonais,polaco
beau,encantador
Suppléments,extras
gm,GM
centres,centros
joyeux,alemán
clause,cláusula
le sourire,sonrisa
terres,tierras
ri,Rhode Island
troupes,tropas
intérieur,interior
Bulgarie,Bulgaria
armé,armado
courtier,corredor
chargeur,cargador
régulièrement,regularmente
a cru,creído
pin,pino
refroidissement,enfriamiento
tendre,tender
golfe,Golfo
rt,rt
meule,almiar
camion,camiones
cp,cp
mécanismes,mecanismos
divorce,divorcio
Laura,laura
client,comprador
tokyo,tokio
partiellement,parcialmente
nikon,Nikon
Personnaliser,personalizar
tradition,tradicion
Des bonbons,caramelo
pilules,píldoras
tigre,Tigre
donald,Donald
gens,muchachos
capteur,sensor
exposé,expuesto
télécommunication,Telecom
chasser,cazar
anges,ángeles
adjoint,diputado
indicateurs,indicadores
scellé,sellado
thaïlandais,tailandés
émission,emisiones
médecins,médicos
chargé,cargado
fred,fred
plainte,queja
scènes,escenas
expériences,experimentos
Afghanistan,Afganistán
dd,dd
renforcer,aumentar
fessée,azotaina
Bourse d'études,beca
gouvernance,gobernancia
moulin,molino
fondé,fundado
suppléments,suplementos
chronique,crónico
Icônes,iconos
moral,moral
tanière,guarida
restauration,abastecimiento
aud,auditor
doigt,dedo
garde,mantiene
broyer,libra
Localiser,localizar
caméscope,videocámara
PL,pl
qualifié,entrenado
brûler,quemar
exécution,implementar
des roses,rosas
laboratoires,laboratorio
nous-mêmes,Nosotros mismos
pain,pan-de-molde
le tabac,tabaco
en bois,de madera
moteurs,motores
dure,difícil
roberts,Roberts
incident,incidente
va,ir a
dynamique,dinámica
mentir,mentir
crm,CRM
rf,rf
conversation,conversacion
diminuer,disminución
coffre,pecho
Pension,pensión
gamelle,porra
revenus,ingresos
émergent,emergente
vénération,Adoración
aptitude,capacidad
ak,Alaska
Fe,fe
crainder,craig
se,sí misma
produit,productor
des églises,iglesias
précision,precisión
dégâts,daños y perjuicios
